ID,Posted at,Screen name,Text
522787766825144321,2014-10-16 16:34:51 +0000,Ghostlyrics,"RT @mattgemmell: Little-known fact: Apple events are scheduled for our galaxy's rare alignments with the White Zone, where Jony Ive exists incorporeally."
522710302165843968,2014-10-16 11:27:02 +0000,Ghostlyrics,"RT @JZdziarski: If Apple were delivering healthcare with HealthKit, early adopters would be missing their kidneys and your ass would be buggy as hell."
522701112605147137,2014-10-16 10:50:31 +0000,Ghostlyrics,"RT @MacLemon: +∞ RT @TheCocoaNaut: Ich hoffe, dass #Apple #Yosemite heute abend nicht frei gibt. Dieses OS ist noch weit weg von einem Release-Stadium."
522701086386573313,2014-10-16 10:50:24 +0000,Ghostlyrics,"RT @Kempniu: If Twitter disabled SSL 3.0, so can (and should) you. https://t.co/QihKEbPDNH via @BetterCrypto"
522681467122761728,2014-10-16 09:32:27 +0000,Ghostlyrics,"RT @julianor: Opera removed the security badge for SSLv3 servers, it will look as you got to a standard unencrypted http server. #POODLE"
522633663117549568,2014-10-16 06:22:30 +0000,Ghostlyrics,RT @ep0k_: I don’t write exploits. I write third-party plugins for binary frameworks. ;)
522534268841783297,2014-10-15 23:47:32 +0000,Ghostlyrics,RT @Arminposts: AAA-devs dont want female protagonists because their target audience won't be able to relate.@Coffee_Stain has 1mil gamers playing as a goat
522533606192087040,2014-10-15 23:44:54 +0000,Ghostlyrics,Debugging via print statements. Good times.
522384955696246784,2014-10-15 13:54:13 +0000,Ghostlyrics,"RT @tmarble: OH
Q: What's your favorite XML parsing tool?
A: rm"
522315879074504704,2014-10-15 09:19:44 +0000,Ghostlyrics,"RT @Georgia_Dow: Something we should all agree upon 
 http://t.co/TMstfbgRCl"
522121484740071424,2014-10-14 20:27:17 +0000,Ghostlyrics,"@Viss I think the best use of these would be to write to ""You should think about upgrading your bash"" to the target syslog :D"
522113307365629952,2014-10-14 19:54:47 +0000,Ghostlyrics,"RT @willrad: THE HUMAN BODY
★½
Wildly inconsistent design. Leaks fluids. Zero protection from drop damage. Can be killed by bees/peanuts.
NOT RECOMMENDED"
522037653198630912,2014-10-14 14:54:10 +0000,Ghostlyrics,"@MacLemon guess I'm lucky here, only Debian & Ubuntu at work."
522037095461056512,2014-10-14 14:51:57 +0000,Ghostlyrics,"@MacLemon make a list on github, with sections for OS or application, I'll send pull requests while I go along. Or shall I start?"
522034384808206337,2014-10-14 14:41:10 +0000,Ghostlyrics,@MacLemon crap. Stuck in a lecture for some more time. Will need to crawl through many config files later.
522032146677235712,2014-10-14 14:32:17 +0000,Ghostlyrics,@lavados that I signed up for OAD in contrast to BS for this term.
522031788211073024,2014-10-14 14:30:51 +0000,Ghostlyrics,RT @MacLemon: If you're running or administering any server: Please turn OFF SSLv3 (and lower) immediately on all services.
522031210659602433,2014-10-14 14:28:34 +0000,Ghostlyrics,"@lavados nah, the thing is that the lesson is starting 45 minutes later than the schedule in TUG says."
522030561750425602,2014-10-14 14:25:59 +0000,Ghostlyrics,If you're sitting in OAD *right now* chances are you were not in the first lesson or aren't a particularly good listener. #tugraz
522025370607173632,2014-10-14 14:05:21 +0000,Ghostlyrics,"RT @mattgemmell: If your phone's selling point is quick access to tech support, maybe you have more work to do."
521981660745969664,2014-10-14 11:11:40 +0000,Ghostlyrics,RT @hanno: If you're worried about rumors of SSLv3 vuln I have an advice: Disable SSLv3. Now. There's no legit reason to keep it.
521981563522007041,2014-10-14 11:11:17 +0000,Ghostlyrics,We should all be ashamed to let it have come this far.
521981316162924544,2014-10-14 11:10:18 +0000,Ghostlyrics,"“Life for women in tech, today, is often better the less visible they are.” http://t.co/sP5ScF1TD1 via @Instapaper"
521965366319517696,2014-10-14 10:06:55 +0000,Ghostlyrics,RT @iamdevloper: Urban myth: the Ruby developer who managed to download all the Gems they needed within a 24-hour hackathon.
521965315870429184,2014-10-14 10:06:43 +0000,Ghostlyrics,"RT @rikschennink: There’s more users with disabilities than people using IE8. 

Still, we tend to drop accessibility in favour of IE8 support.

 #fronteers14"
521954485233782784,2014-10-14 09:23:41 +0000,Ghostlyrics,RT @PrettyBeer: saw an ad for a bank who gives away free ice cream. if a banker giving away icecream isn't a sign you're getting screwed than I don't know
521909338441781248,2014-10-14 06:24:17 +0000,Ghostlyrics,"RT @SwiftOnSecurity: Dell's laptop webcam app is set to auto-start and isn't digitally signed. This is your business line what the hell, @Dell?"
521903116099551232,2014-10-14 05:59:34 +0000,Ghostlyrics,RT @SwiftOnSecurity: Future of authentication is a wearable device connected via a personal area network where you confirm requests. They will be Smartwatches.
521748764542107648,2014-10-13 19:46:13 +0000,Ghostlyrics,"pandoc Rising.markdown Blinding.markdown references.markdown -o book.pdf
#writing"
521743563684872192,2014-10-13 19:25:33 +0000,Ghostlyrics,RT @mackielsky: Ich glaube unsere Waschmaschine ist tot. http://t.co/EnynId9WO5
521734737984249856,2014-10-13 18:50:29 +0000,Ghostlyrics,".@siracusa @viticci  ""I am preordering the new Siracusa"" is a thing now."
521734229076754432,2014-10-13 18:48:28 +0000,Ghostlyrics,"RT @proofreadingbks: For the 128th anniversary of Le Cirque des Rêves, @erinmorgenstern's THE NIGHT CIRCUS & mulled cranberry cider http://t.co/yAcAn9ysXD"
521733759742509056,2014-10-13 18:46:36 +0000,Ghostlyrics,@siracusa Preordered. Thank you for writing those reviews. :)
521704806877249536,2014-10-13 16:51:33 +0000,Ghostlyrics,"RT @FacesPics: ""Ooh - I think I hear the recycling truck!"" http://t.co/NNPoSc0ZaU"
521686062406860800,2014-10-13 15:37:04 +0000,Ghostlyrics,RT @virusbtn: Hidden files containing information that should have remained hidden. @5ean5ullivan on a Mac OPSEC issue http://t.co/Z2mRu90t8M
521611755899092993,2014-10-13 10:41:48 +0000,Ghostlyrics,RT @JZdziarski: HomeKit's broke. HealthKit's broke. Apple Pay's not done. Why does it feel like we've all been beta testing iOS 8 for the past month?
521600699302694912,2014-10-13 09:57:52 +0000,Ghostlyrics,RT @played_well: Well played Banksy. http://t.co/qA1wQgIr4u
521580646222012417,2014-10-13 08:38:11 +0000,Ghostlyrics,"„Public Internet Mode (the current behavior [...]), and IoT Mode (in which clients expect self-signed or alternative trust anchors)."""
521553649261375489,2014-10-13 06:50:54 +0000,Ghostlyrics,"""In order to organize oral exams after the submission deadline, the SASE SUBMISSION SYSTEM comes with the time slot manager Hoodle."" #tugraz"
521550216290660353,2014-10-13 06:37:16 +0000,Ghostlyrics,"""Hello, we got a lot of bad reviews in the past but we've really improved, so please give us 5 stars - preferably without testing."" #tugraz"
521542285780340736,2014-10-13 06:05:45 +0000,Ghostlyrics,RT @curtclifton: This is a damning series of quotes when you recognize the authors as among Apple’s biggest fans. http://t.co/0EldDdpGFa
521420745982107648,2014-10-12 22:02:48 +0000,Ghostlyrics,"RT @mattgemmell: Me: ""What do I look like in my new photo?"" 
Lauren: ""A Scottish writer."" 
M: “And what % also like the god of thunder?"" 
L: ""… no percent.”"
521411892167057410,2014-10-12 21:27:37 +0000,Ghostlyrics,"RT @Scaramouche1989: Ladies and Gentlemen, ich präsentiere: Die genialsten Verhaltensregeln, die je ein Dozent vorgeschrieben hat. #jura http://t.co/IkdNmxflfI"
521408105805250560,2014-10-12 21:12:34 +0000,Ghostlyrics,"@MarkedApp yeah, encountered this. http://t.co/M1S1VLlH9G"
521407023414779906,2014-10-12 21:08:16 +0000,Ghostlyrics,@markedapp I found a bug in which I can reproducibly make you segfault. How do you want to handle this? E-mail?
521052624532303872,2014-10-11 21:40:01 +0000,Ghostlyrics,@SwiftOnSecurity But your computer is so much safer without network access!
521028739686477824,2014-10-11 20:05:06 +0000,Ghostlyrics,@mhp Why not?
521005996094017537,2014-10-11 18:34:43 +0000,Ghostlyrics,"""Nothing makes a smart man stupid than a quest for vengeance. As you know, I'm speaking from experience."" #elementary"
520995759488249856,2014-10-11 17:54:03 +0000,Ghostlyrics,"""My time of wading through the cesspool of social media was not a complete waste."" #elementary"
520994169477926913,2014-10-11 17:47:44 +0000,Ghostlyrics,RT @ThatChrisGore: I hope one of them is Comic Sans. I hate Comic Sans. #fonts http://t.co/pkJLf7O7RZ
520979823121166338,2014-10-11 16:50:43 +0000,Ghostlyrics,RT @SarahCAndersen: This is for all the people who behave like cats and use their laptops for heat. http://t.co/tBanBVi5d3
520977691756216320,2014-10-11 16:42:15 +0000,Ghostlyrics,"RT @NaijaMane: As a black man, even eating a sandwich can get you killed #STLshooting #16times http://t.co/FDYkhSF4qU"
520976309217157120,2014-10-11 16:36:46 +0000,Ghostlyrics,RT @cubed2D: this comic is amazing. http://t.co/6XfqJXJO0o Exactly how people in thatfuckinghashtag act.
520976295946358784,2014-10-11 16:36:42 +0000,Ghostlyrics,"RT @UnSubject: @cubed2D There are sea lions everywhere, just itching for a ""reasonable debate"" http://t.co/AlgWBmLhMs"
520973835139837952,2014-10-11 16:26:56 +0000,Ghostlyrics,"""Never been robbed by people in their underwear before. Well, there was one chap… but…"" #elementary"
520970843548315648,2014-10-11 16:15:02 +0000,Ghostlyrics,"@stefan2904 der Titel ist dann ""Master of the Universe"""
520969816640086019,2014-10-11 16:10:58 +0000,Ghostlyrics,RT @acarboni: Some gamergaters that have tweeted me remind me of those perfectly lovely freshman dudes who unknowingly joined the shittiest frat on campus
520715094876225536,2014-10-10 23:18:47 +0000,Ghostlyrics,"""I'm pretty sure you shouldn't use the tortoise as a paperweight."" - ""I don't think he minds."""
520686492835127297,2014-10-10 21:25:08 +0000,Ghostlyrics,"@grauhut ""include pancake_recipe_original.h; amount_of_sugar = amount_of_sugar x 2;"" ?"
520683408201379841,2014-10-10 21:12:53 +0000,Ghostlyrics,"RT @JZdziarski: How to protect yourself from Ebola, identity theft, and Microsoft Excel http://t.co/c84TYBfWfc"
520590481118748672,2014-10-10 15:03:37 +0000,Ghostlyrics,"RT @SheikhImaan: Every time tensions increase between India and Pakistan, I think of this Marjane Satrapi quote. http://t.co/7Ty1OSbgsK"
520590352840159233,2014-10-10 15:03:06 +0000,Ghostlyrics,"RT @555SCHUH: ""Was sind wir?""
""PROGRAMMIERER""
""Was wollen wir?""
""MEHR RAM""
""Warum wollen wir das?""
""MEHR RAM""
""Wieso fixen wir nicht den Code?""
""MEHR RAM"""
520374088619929600,2014-10-10 00:43:45 +0000,Ghostlyrics,@netflix I take it I'm _not_ supposed to see this? http://t.co/e9abfxhv3v
520365790713745408,2014-10-10 00:10:47 +0000,Ghostlyrics,RT @SwiftOnSecurity: Of course I'm a security expert. I'm Taylor Swift. I'm hacker target #1. Baptism by fire.
520358893940375552,2014-10-09 23:43:22 +0000,Ghostlyrics,@SwiftOnSecurity what do you think about companies who don't have a paragraph about that in the contracts?
520358493820551168,2014-10-09 23:41:47 +0000,Ghostlyrics,"@SwiftOnSecurity also, everyone at the admin team and maybe the internet provider. 
Now, please enjoy ""not"" handing over your facebook. :)"
520358250110537728,2014-10-09 23:40:49 +0000,Ghostlyrics,"RT @SwiftOnSecurity: Memo to interns: On a computer controlled by employer, security lock in browser is meaningless for privacy. They see your gmail password."
520339597143052288,2014-10-09 22:26:42 +0000,Ghostlyrics,RT @stefan2904: jUnit4Runner finished after 616 seconds [Runs: 3852 / Errors: 0 / Failures: 0 / Passed: 3852] #kThxGn8
520331121612316672,2014-10-09 21:53:01 +0000,Ghostlyrics,@ax0n Your twitter followers found this tweet to be great.
520320991764180993,2014-10-09 21:12:46 +0000,Ghostlyrics,"RT @IT_Fettchen: Werde Entwickler hammse gesagt.
Von Meetings hammse nix gesagt."
520320982939344897,2014-10-09 21:12:44 +0000,Ghostlyrics,RT @IT_Fettchen: Heute zum ersten mal seit 3 Wochen  einen Programmeditor geöffnet.
520159374732709888,2014-10-09 10:30:33 +0000,Ghostlyrics,"RT @MacLemon: @sinnsausen Ich will kein Kauferlebnis! Ich will rein, anprobieren, zahlen, gehen. Das ist mehr als genug Erlebnis für mich! @leyrer"
520148742310490112,2014-10-09 09:48:18 +0000,Ghostlyrics,@juliastic maybe in improving what we see on http://t.co/5Fy4NKTreP
520011893382348800,2014-10-09 00:44:31 +0000,Ghostlyrics,RT @Heinzarelli: I took @FuzzyNop's #OSX credential harvester popup command and created a #PowerShell version. http://t.co/7iYZkGLK7U http://t.co/wWwo79xG25
520011133567381505,2014-10-09 00:41:30 +0000,Ghostlyrics,"""These coffee orders… the magna carta was less complicated!"" #elementary"
520010777269637120,2014-10-09 00:40:05 +0000,Ghostlyrics,"""I need access to his medical records"" ""…strict violation of guidelines…"" ""He's dead, you think he's worried about his privacy?"" #elementary"
519939893297172480,2014-10-08 19:58:25 +0000,Ghostlyrics,RT @rands: Engineers spend a lot of time waiting for you to get to the point.
519912871233593344,2014-10-08 18:11:02 +0000,Ghostlyrics,"OH: ""I still have absolutely no idea what this course [I attended today] was actually about."" #tugraz"
519911581497712640,2014-10-08 18:05:55 +0000,Ghostlyrics,RT @krystman: KSP needs a mod where a group of Kerbals back at Kerbin beings to doubt all your achievements and points out inconsistencies in screenshots.
519911240999907328,2014-10-08 18:04:34 +0000,Ghostlyrics,"RT @iamdevloper: ""If you didn't want to share our site before, maybe this JavaScript page load alert() will change your mind..."""
519893693420277761,2014-10-08 16:54:50 +0000,Ghostlyrics,"""Bit of a letdown, really. I could've gotten twenty times my normal rate."" ""What is your normal rate?"" ""I don't have one."" #elementary"
519874381494091777,2014-10-08 15:38:06 +0000,Ghostlyrics,"""The sky will darken with lawyers!"" http://t.co/4tAr6lZlEX"
519872573195448320,2014-10-08 15:30:54 +0000,Ghostlyrics,RT @munin: @pbaylies @SwiftOnSecurity Perhaps the Symantec split is because one half of the company saw the other half as a threat to be quarantined.
519838970067566593,2014-10-08 13:17:23 +0000,Ghostlyrics,"RT @grauhut: Ich fliege für vier Wochen nach Australien, während die Firma umzieht. So stelle ich mir meine Abreise vor: http://t.co/lFdjw07ehA"
519832909281509376,2014-10-08 12:53:18 +0000,Ghostlyrics,"RT @TychoBrahe: Sensei asked what I was hoping Ronia would get from Karate. “I want her to be able to kill a man without hesitation,” I said.  “Or remorse.”"
519831821602009088,2014-10-08 12:48:58 +0000,Ghostlyrics,"RT @SwiftOnSecurity: Symantec:
Protecting you from the threats of yesterday, tomorrow. Maybe."
519831780816601088,2014-10-08 12:48:49 +0000,Ghostlyrics,RT @SwiftOnSecurity: Symantec must think I'm a princess because their marketing material is a fairy tale.
519830798539956224,2014-10-08 12:44:55 +0000,Ghostlyrics,"RT @grauhut: Kol. 2: ""Machmal glaube ich das ich verrückt werde.""
""Funfact: Du bist verrückt, dies ist eine Irrenanstalt und wir sind alle Einbildungen."""
519830196611219456,2014-10-08 12:42:31 +0000,Ghostlyrics,"RT @JZdziarski: Please Siri, STFU about that. http://t.co/CAgCUJ1WMF"
519636350052491265,2014-10-07 23:52:14 +0000,Ghostlyrics,RT @JZdziarski: Apple should exploit their own iOS 7 vulnerabilities to upgrade the other 50% to iOS 8.
519633706487517184,2014-10-07 23:41:44 +0000,Ghostlyrics,"Alright, alright. MAYBE the netflix trial isn't all bad. Just mostly."
519627721576431616,2014-10-07 23:17:57 +0000,Ghostlyrics,"""Are you saying he's in police custody?"" - ""Technically, yes. He's all ours."" #elementary"
519616176515600385,2014-10-07 22:32:05 +0000,Ghostlyrics,"RT @benhamner: Machine learning in industry: find algorithms that work for your problem

In academia: find datasets that work for your algorithm"
519596334261620736,2014-10-07 21:13:14 +0000,Ghostlyrics,"RT @humansofny: ""I'm supposed to be in there installing a system. They think I'm taking a break, but I'm really out here trying..."" http://t.co/MbkkKjtYw4"
519595688418484224,2014-10-07 21:10:40 +0000,Ghostlyrics,"RT @JZdziarski: ""Google is evil because they keep all my personal search history and Gmail""

""Is that a cinnamon cookie? Here's my social security number."""
519433129636159488,2014-10-07 10:24:43 +0000,Ghostlyrics,RT @radexp: iOS 8 Adoption Stagnates Just Two and a Half Weeks After Launch 😭 http://t.co/IKqOByIWQj
519289657931337728,2014-10-07 00:54:37 +0000,Ghostlyrics,"RT @SwiftOnSecurity: .@dakami @phil_b_reed I tell everyone I multiplied something by 2 and got 12, no one can figure out it was 6. Public key crypto is magic."
519289630332837889,2014-10-07 00:54:30 +0000,Ghostlyrics,"RT @phil_b_reed: @dakami his earlier Horcruxes were generates with SHA1, so he just got a notice from the ministry of magic that he needs to re-key."
519289613937299456,2014-10-07 00:54:26 +0000,Ghostlyrics,"RT @dakami: OH: ""Harry Potter and the Horcruxes of Modern Civilization"" ...you know, the 279 step process of generating those keys *was* pretty epic.."
519287311142776832,2014-10-07 00:45:17 +0000,Ghostlyrics,My iTunes account wants to live in the United States.
519282882490408960,2014-10-07 00:27:41 +0000,Ghostlyrics,"Every time I read the non-German ""einzigste"" it makes me cringe. It's as if I'd say ""the onliest"". *shuders*"
519275246038581248,2014-10-06 23:57:20 +0000,Ghostlyrics,"Good thing they let you try their free month without handing over your credit card, right? RIGHT? Oh, yeah. They don't."
519275052710498305,2014-10-06 23:56:34 +0000,Ghostlyrics,"Also, the gf wanted to watch Desperate Housewives. Not available."
519274492569600001,2014-10-06 23:54:21 +0000,Ghostlyrics,"So Netflix for Austria does not have House M.D., Criminal Minds or any other thing I would be willing to pay for. (First impression)."
519262138368806912,2014-10-06 23:05:15 +0000,Ghostlyrics,Just received my first Steam booster pack. It was remarkably unremarkable.
519261719076831232,2014-10-06 23:03:35 +0000,Ghostlyrics,RT @rudyrichter: @charmoto nobody installs java anymore. deprecated. @rosyna
519261632372150272,2014-10-06 23:03:15 +0000,Ghostlyrics,"RT @charmoto: Keep laughing about that startsWith(""Windows 9"") bug... http://t.co/zlmS7VPCxb"
519256546594009088,2014-10-06 22:43:02 +0000,Ghostlyrics,"RT @hdsjulian: Also in diesem Flugzeug kostet 1 GB Wlan (funktionierend!) ein US-Dollar. Aber ja, das mit dem Zug und der Telekom ist sicher viel komplexer"
519222130664542208,2014-10-06 20:26:17 +0000,Ghostlyrics,"RT @stroughtonsmith: System apps that don't support landscape on Plus: Health, Phone, Passbook, Compass, Podcasts. Passbook is the only one with a valid reason"
519110773189406720,2014-10-06 13:03:47 +0000,Ghostlyrics,"RT @cynixy: GitHub disables GG's repository access due to its use as ""a central point for organizing harassment campaigns."" http://t.co/FxX1e3lOR4"
519103664494227456,2014-10-06 12:35:32 +0000,Ghostlyrics,"""...genetics loads the gun, personality and psychology aim it, and what you've experienced pulls the trigger."" http://t.co/kc4KdE5T8B"
519033382387613696,2014-10-06 07:56:16 +0000,Ghostlyrics,RT @SwiftOnSecurity: Welcome to the VPN tunnel. Please keep your hands and feet inside the packet at all times.
518901184154058752,2014-10-05 23:10:57 +0000,Ghostlyrics,"So there it is: Can't sleep, feel lick I'll be sick. Considering a cup of hot water since I threw tea and honey away due to moth plague."
518900930256052225,2014-10-05 23:09:57 +0000,Ghostlyrics,Someone told me that complaints go into this box.
518866161988280320,2014-10-05 20:51:47 +0000,Ghostlyrics,Newsflash: There are now pre-build cross-compiler packages for SWEB for your Mac if that's your style. https://t.co/njmb6TCnK4 #tugraz
518858343344242688,2014-10-05 20:20:43 +0000,Ghostlyrics,RT @MacLemon: Certificate Authorities that don’t use https on their website… Let that sink in for a moment…
518791294282629120,2014-10-05 15:54:17 +0000,Ghostlyrics,"""Drunks are nicely acceptable of conversations with dead people."" (from @erinmorgenstern's Night Circus)"
518784887957241856,2014-10-05 15:28:50 +0000,Ghostlyrics,"RT @stefansengl: Da kommt mir der Kaffee hoch, #Starbucks Österreich. Umsatz 2013 rd. 11 Mio. Euro. Steuerleistung: 1.311 Euro. http://t.co/iSpWwxhnuk"
518672819681767424,2014-10-05 08:03:31 +0000,Ghostlyrics,"According to the PDF for the tech preview, Windows 10 will ship multiple desktops. Finally. Wonder what will break. http://t.co/0xarZdoOwW"
518668293742551040,2014-10-05 07:45:32 +0000,Ghostlyrics,"RT @siracusa: ""our action inadvertently created a perception that we are somehow taking sides […] that is not the case."" That's the problem, Intel."
518651447316316160,2014-10-05 06:38:35 +0000,Ghostlyrics,RT @SwiftOnSecurity: Sometimes journalists worry they'll wake up and they won't have a blue checkmark on Twitter and everyone who loves them won't anymore
518490318728364032,2014-10-04 19:58:19 +0000,Ghostlyrics,Need to remind myself: True artists ship.
518437820235780097,2014-10-04 16:29:43 +0000,Ghostlyrics,"“And for you bosses, send your sick workers home should they still come anyway.” http://t.co/Xc3fU0QoDu via @Instapaper"
518428367742574592,2014-10-04 15:52:09 +0000,Ghostlyrics,"“different stories being told in the same format, in the same weird universe, tied together by a sense of creepy…” http://t.co/xMuHWsYMpK"
518349061356023808,2014-10-04 10:37:01 +0000,Ghostlyrics,"RT @SwiftOnSecurity: I don't want people being able to understand the intricacies of infection and remediate it themselves.

I want them to not get infected."
518348903230763008,2014-10-04 10:36:23 +0000,Ghostlyrics,RT @SwiftOnSecurity: tl;dr making users agree to updates is basically the worst thing that ever happened to user security ever for all time
518345924159238144,2014-10-04 10:24:33 +0000,Ghostlyrics,"""And who built this world of freedom, a world that has so well served 17-year-old Jessica? You did. We did."" http://t.co/gwwWSACyMH"
518323022688968704,2014-10-04 08:53:33 +0000,Ghostlyrics,"RT @davidjayharris: Based on the title, this could be the most useful book of all time. http://t.co/FbH8ATosSx"
518139102982852608,2014-10-03 20:42:43 +0000,Ghostlyrics,@mattgemmell I always took you for a Tweetbot person.
518097692204204032,2014-10-03 17:58:10 +0000,Ghostlyrics,"RT @malonebarry: This disturbing André Carrilho illustration on Ebola, and how the world sees it, is both powerful and accurate. http://t.co/5XHKQI1uhe"
